Customer_No,Age_Group,Tenure,DEP_IND,CC_IND,MTG_IND,LOC_IND,DEP_PROF,CC_PROF,MTG_PROF,LOC_PROF,AREA,MOBILE_ACTIVE,PAYROLL_DEPOSIT,CSAT,CX_QUALITY,CUST_ENGAGEMENT,CUST_AFFLUENCE,SEGMENT,CLV_DEPOSITS,CLV_CREDITCARD,CLV_MORTGAGE,CLV_LOC,ACQ_SCORE,EMAILABLE,MAILABLE,MILLENNIAL
1762,51 or higher,30 years or higher,1,1,1,1,167,230,92,854.05,RICHMOND HILL,1,0,,861 or higher,3,4,Platinum,"2,319.42",1998.92,0,724.28,0.16,1,0,0
1763,51 or higher,30 years or higher,1,1,1,1,-334,817,210,670.7,OAKVILLE,1,0,100,821-860,3,4,Platinum,875.28,8197.09,11707.235,-112.34,0.19,1,0,0
1764,51 or higher,21-30 years,1,1,1,1,-277,-64,632,-104.5,RICHMOND HILL,1,1,,821-860,3,3,Platinum,"1,306.99",1898.005,14803.735,-112.34,0.16,1,1,0
1765,51 or higher,30 years or higher,1,0,1,1,-99,0,-1753,1639.7,TORONTO,1,1,,821-860,3,3,Gold,"3,970.94",0,82399.69,2400.82,0.18,1,1,0
1766,51 or higher,21-30 years,1,1,1,1,-305,1560,2600,1729,TORONTO,1,0,,701-740,3,4,Gold,851.75,157.02,19113.245,737.145,0.21,1,1,0
1767,51 or higher,30 years or higher,1,1,0,0,-81,1548,0,0,RICHMOND HILL,0,0,,701-740,2,2,Bronze,782.35,6744.82,0,0,0.16,0,1,0
1768,31-50,21-30 years,1,0,1,1,193,0,712,6238.65,TORONTO,1,1,,781-820,3,4,Gold,"1,904.28",0,13891.48,3008.64,0.15,1,0,1
1769,31-50,21-30 years,1,1,1,1,102,448,3955,-198.55,TORONTO,1,1,,781-820,3,4,Platinum,651.35,5396.77,88963.65,-112.34,0.18,1,0,0
1770,51 or higher,21-30 years,1,1,1,1,23,535,182,1767.95,TORONTO,1,1,-50,561-660,3,3,Bronze,"1,732.30",343.765,893.765,3226.44,0.16,1,1,0
1771,51 or higher,21-30 years,1,1,0,1,-56,925,0,2581.15,RICHMOND HILL,1,1,100,701-740,3,4,Silver,"4,535.15",599.495,0,-112.34,0.2,1,0,0
1772,51 or higher,30 years or higher,1,0,0,1,5170,0,0,-104.5,TORONTO,1,0,-100,861 or higher,3,4,Gold,0.03,0,0,-112.34,0.15,1,1,0
1773,51 or higher,21-30 years,1,0,0,0,-132,0,0,0,BEACHES,0,0,,821-860,1,3,Silver,15.91,0,0,0,0.12,0,0,0
1774,51 or higher,21-30 years,1,0,0,0,8996,0,0,0,TORONTO,0,0,,781-820,2,4,Platinum,"3,280.99",0,0,0,0.13,0,1,0
1775,51 or higher,21-30 years,1,0,0,0,3768,0,0,0,ETOBICOKE,0,0,,861 or higher,2,4,Gold,"2,225.62",0,0,0,0.12,0,1,0
1776,31-50,30 years or higher,1,0,1,1,-103,0,47,4290.2,BEACHES,1,0,-100,821-860,3,3,Platinum,"2,015.57",0,10509.38,1099.43,0.17,1,0,0
1777,31-50,30 years or higher,1,1,1,1,-36,-122,-361,-813.2,ETOBICOKE,1,1,0,861 or higher,3,4,Platinum,"3,627.79",22.475,3078.62,329.325,0.17,1,1,1
1778,51 or higher,21-30 years,1,0,1,1,98,0,1354,9044,BEACHES,1,0,,781-820,2,3,Silver,"2,132.74",0,8291.03,1604.085,0.16,1,0,0
1779,31-50,21-30 years,1,1,0,0,92,5506,0,0,RICHMOND HILL,1,0,-100,661-700,3,2,Gold,"1,610.72",9100.21,0,0,0.18,1,0,1
1780,31-50,21-30 years,1,0,1,1,-68,0,-88,915.8,TORONTO,1,0,-100,861 or higher,2,4,Platinum,"1,385.55",0,10626.035,-112.34,0.14,1,0,1
1781,51 or higher,21-30 years,1,1,1,1,226,-117,4800,55.1,TORONTO,1,1,-100,861 or higher,3,4,Platinum,"3,363.93",18.7,41697.85,2155.91,0.16,1,1,0
1782,51 or higher,21-30 years,1,1,0,1,-377,-61,0,242.25,RICHMOND HILL,1,0,100,781-820,3,4,Platinum,"1,728.37",1441.11,0,-224.68,0.16,1,0,0
1783,51 or higher,30 years or higher,1,0,1,0,-68,0,2367,0,TORONTO,1,0,,661-700,3,4,Gold,10.69,0,13634.075,0,0.17,1,1,0
1784,31-50,30 years or higher,1,1,0,0,-5,-61,0,0,TORONTO,1,0,100,861 or higher,2,3,Platinum,"1,156.46",134.29,0,0,0.15,1,0,1
1785,31-50,21-30 years,0,0,0,1,0,0,0,-74.1,TORONTO,0,0,,701-740,2,3,Bronze,0,0,0,-112.34,0.13,0,1,0
1786,51 or higher,30 years or higher,1,1,1,1,548,407,-343,-1938,TORONTO,1,1,,861 or higher,3,4,Platinum,"3,019.36",1417.145,6581.375,-25.245,0.16,1,0,0
1787,51 or higher,21-30 years,0,1,1,1,0,-150,571,8544.3,BEACHES,0,0,,861 or higher,2,4,Platinum,0,86.96,11203.355,2678.55,0.15,0,0,0
1788,31-50,21-30 years,1,1,0,1,-203,309,0,288.8,ETOBICOKE,1,1,,741-780,3,4,Gold,"2,860.50",1274.59,0,-112.34,0.19,1,0,0
1789,31-50,21-30 years,1,1,0,1,4701,245,0,-318.25,TORONTO,1,0,,861 or higher,2,4,Platinum,"1,777.22",521.375,0,-133.88,0.17,1,1,1
1790,51 or higher,30 years or higher,1,1,1,1,-112,151,-143,4027.05,TORONTO,1,1,100,701-740,3,4,Bronze,"2,900.14",255.06,2411.88,1198.335,0.19,1,0,0
1791,51 or higher,21-30 years,1,1,1,1,-143,2704,990,2628.65,BEACHES,1,1,100,701-740,3,4,Gold,"2,495.22",8741.275,30910.67,-224.68,0.18,1,0,0
1792,31-50,30 years or higher,1,0,1,1,251,0,-1769,-208.05,OAKVILLE,1,0,-100,861 or higher,2,4,Platinum,234.59,0,97823.44,-112.34,0.16,1,1,0
1793,51 or higher,21-30 years,1,1,0,1,-238,3069,0,2505.15,SCARBOROUGH,1,0,100,741-780,3,2,Silver,260.3,1259.66,0,-112.34,0.17,1,0,0
1794,51 or higher,21-30 years,1,1,1,1,15,759,-290,10374.95,ETOBICOKE,0,1,,781-820,2,4,Platinum,"3,002.69",630.305,27681.925,7036.11,0.16,0,0,0
1795,51 or higher,21-30 years,1,1,0,0,1680,-318,0,0,TORONTO,1,1,100,861 or higher,3,3,Platinum,803.56,7.755,0,0,0.16,1,1,0
1796,51 or higher,30 years or higher,1,0,1,1,-250,0,-979,-160.55,TORONTO,1,0,83,861 or higher,3,4,Platinum,"3,537.09",0,5426.7,1904.465,0.17,1,1,0
1797,51 or higher,30 years or higher,1,1,0,1,-33,238,0,3014.35,TORONTO,1,0,,781-820,2,3,Platinum,"3,176.36",148.59,0,-112.34,0.17,1,1,0
1798,31-50,30 years or higher,1,1,0,1,1199,1327,0,378.1,BEACHES,1,0,-100,781-820,3,4,Platinum,"3,979.73",3140.13,0,-112.34,0.19,1,1,0
1799,51 or higher,30 years or higher,1,1,1,1,371,151,4230,194.75,ETOBICOKE,1,1,-100,781-820,3,4,Platinum,"3,622.71",670.255,26276.63,1428.34,0.19,1,0,0
1800,51 or higher,30 years or higher,1,1,0,1,92,-147,0,15647.45,RICHMOND HILL,1,1,,861 or higher,3,4,Platinum,"5,197.81",62.845,0,7755.81,0.17,1,1,0
1801,51 or higher,21-30 years,1,1,1,1,-71,2015,-1143,6004,TORONTO,1,1,0,861 or higher,3,4,Platinum,"6,727.85",11105.325,41321.425,3860.895,0.19,1,1,0
1802,51 or higher,30 years or higher,1,1,0,1,711,112,0,3658.45,BEACHES,0,0,,861 or higher,2,4,Platinum,134.5,1978.175,0,11985.4,0.18,0,1,0
1803,51 or higher,30 years or higher,0,1,0,1,0,3166,0,23437.45,TORONTO,1,0,50,821-860,3,4,Platinum,0,1958.4,0,3284.555,0.17,1,1,0
1804,51 or higher,30 years or higher,1,1,0,1,-293,-215,0,-104.5,TORONTO,1,0,,861 or higher,2,2,Gold,356.21,6.4,0,-112.34,0.18,1,1,0
1805,51 or higher,21-30 years,1,1,1,1,523,744,2971,602.3,TORONTO,1,1,71,741-780,3,4,Gold,947.21,2050.755,90879.43,1032.855,0.18,1,0,0
1806,51 or higher,21-30 years,0,1,1,1,0,1154,2151,72.2,TORONTO,1,0,,701-740,3,4,Platinum,0,588.195,88963.65,-112.34,0.16,1,1,0
1807,51 or higher,21-30 years,1,0,0,1,-552,0,0,-190,TORONTO,0,0,,821-860,2,3,Platinum,"1,832.56",713.67,0,181.95,0.17,0,0,0
1808,31-50,10 years or under,1,1,1,1,-80,52,542,1299.6,OAKVILLE,1,1,50,821-860,4,4,Platinum,"1,283.46",1642.63,24387.46,-112.34,0.17,1,0,0
1809,51 or higher,21-30 years,1,1,0,1,1990,-382,0,-222.3,TORONTO,0,0,,821-860,2,4,Platinum,"1,350.75",710.945,0,-68.695,0.15,0,1,0
1810,51 or higher,30 years or higher,1,1,0,0,1845,15,0,0,TORONTO,1,0,,821-860,2,4,Gold,6.31,966.245,0,0,0.16,1,1,0
1811,51 or higher,21-30 years,1,1,0,0,-116,-111,0,0,TORONTO,1,0,100,861 or higher,3,3,Gold,98.92,108.325,0,0,0.17,1,0,0
1812,31-50,21-30 years,1,1,1,1,-27,268,-255,-115.9,SCARBOROUGH,1,1,,821-860,3,4,Platinum,"3,302.55",8113.49,6462.36,-224.68,0.18,1,0,1
1813,31-50,21-30 years,1,1,1,0,-204,1207,3553,0,SCARBOROUGH,1,1,,701-740,3,3,Gold,"2,407.30",5746.315,16158.215,0,0.18,1,0,0
1814,31-50,30 years or higher,1,1,0,1,-24,-86,0,-100.7,BEACHES,1,0,,821-860,3,2,Silver,973.11,8,0,-112.34,0.17,1,1,0
1815,51 or higher,30 years or higher,1,1,0,1,-136,817,0,4659.75,TORONTO,1,1,71,741-780,3,2,Silver,"1,981.79",4358.795,0,-224.68,0.18,1,0,0
1816,51 or higher,21-30 years,1,1,1,1,12,434,-1060,138.7,OAKVILLE,1,0,100,741-780,3,4,Gold,"2,471.18",2825.305,13439.325,309.885,0.17,1,0,0
1817,51 or higher,21-30 years,1,0,0,1,344,0,0,4112.55,ETOBICOKE,1,1,,781-820,3,3,Platinum,"4,993.06",287.43,0,6004.815,0.16,1,1,0
1818,51 or higher,21-30 years,1,1,0,1,1450,637,0,-172.9,TORONTO,1,1,0,861 or higher,3,4,Platinum,"1,602.28",8884.475,0,-112.34,0.15,1,1,0
1819,31-50,21-30 years,1,1,1,1,-119,168,-962,-707.75,TORONTO,1,0,0,821-860,3,4,Platinum,"1,681.34",2435.35,22644.575,-230.76,0.16,1,1,0
1820,31-50,21-30 years,1,0,0,1,-190,0,0,2242.95,BEACHES,1,1,-50,821-860,3,4,Silver,"2,877.81",5852.75,0,-224.68,0.18,1,0,0
1821,31-50,11-20 years,1,1,1,1,-178,161,3386,4246.5,SCARBOROUGH,1,1,100,561-660,3,4,Silver,961.96,1475.58,19243.145,-337.02,0.22,1,1,0
1822,30 or under,10 years or under,1,1,1,1,196,-100,0,2046.3,TORONTO,1,0,,821-860,3,4,Platinum,"2,751.19",53.015,9341.51,9199.305,0.17,1,1,1
1823,51 or higher,21-30 years,1,1,1,1,29,-15,620,-851.2,OAKVILLE,1,1,,781-820,3,4,Platinum,"3,502.31",437.38,3106.1,1143.315,0.18,1,1,0
1824,31-50,21-30 years,1,0,1,1,535,0,-414,5603.1,ETOBICOKE,1,0,,781-820,2,4,Silver,"4,436.72",0,0,-224.68,0.2,1,1,1
1825,31-50,21-30 years,1,1,0,1,38,-296,0,36.1,TORONTO,0,1,,861 or higher,2,4,Platinum,"3,125.69",28.725,0,-112.34,0.16,0,1,0
1826,31-50,21-30 years,1,1,1,1,-10,858,3981,1053.55,SCARBOROUGH,1,1,,661-700,3,3,Bronze,"3,399.44",7577.635,27201.415,-112.34,0.18,1,1,1
1827,51 or higher,21-30 years,1,1,1,1,-117,-342,1821,1298.65,ETOBICOKE,1,0,-100,821-860,2,4,Platinum,957.94,48.685,4510.865,7868.195,0.15,1,0,0
1828,30 or under,21-30 years,1,1,0,1,30,85,0,389.5,SCARBOROUGH,1,1,-100,701-740,3,3,Gold,"1,691.71",77.495,0,-112.34,0.19,1,0,1
1829,30 or under,10 years or under,0,1,1,0,0,16,389,0,ETOBICOKE,1,0,,861 or higher,2,4,Platinum,0,4319.855,20497.795,0,0.15,1,1,1
1830,51 or higher,21-30 years,1,1,1,1,-128,503,9037,11350.6,BEACHES,1,1,,861 or higher,3,4,Platinum,"2,876.73",432.36,78653.155,5109.545,0.17,1,1,0
1831,51 or higher,21-30 years,1,1,0,1,4238,34,0,-142.5,TORONTO,1,0,67,861 or higher,3,2,Platinum,"3,119.04",3982.94,0,-112.34,0.16,1,1,0
1832,31-50,21-30 years,1,1,1,1,-92,56,512,3606.2,ETOBICOKE,1,1,,861 or higher,3,4,Platinum,"2,465.18",1860.295,8958.45,2565.46,0.16,1,0,0
1833,31-50,21-30 years,1,0,1,1,-39,0,1343,846.45,TORONTO,1,1,,821-860,3,4,Platinum,"3,419.31",0,21641.72,1649.475,0.18,1,0,1
1834,30 or under,10 years or under,1,0,1,1,194,0,5272,883.5,TORONTO,0,0,100,821-860,2,4,Platinum,"1,138.02",0,47743.435,1717.475,0.15,0,0,1
1835,51 or higher,21-30 years,1,1,1,1,-51,7345,1763,26477.45,TORONTO,1,0,100,821-860,4,4,Platinum,0,6672.445,50839.335,4267.915,0.18,1,1,0
1836,31-50,11-20 years,1,0,1,1,-223,0,2571,-1581.75,TORONTO,1,1,100,861 or higher,4,4,Platinum,"3,363.93",0,35763.565,7.275,0.2,1,1,0
1837,31-50,21-30 years,1,1,0,1,105,237,0,3090.35,TORONTO,1,1,-100,701-740,3,2,Gold,"4,157.77",911.17,0,-224.68,0.17,1,1,1
1838,51 or higher,30 years or higher,1,1,1,1,-239,41,1898,1539,TORONTO,1,1,100,661-700,3,3,Platinum,"2,246.55",517.775,11531.91,432.72,0.19,1,1,0
1839,51 or higher,21-30 years,1,1,0,1,-75,2797,0,1355.65,BEACHES,1,0,0,741-780,2,3,Silver,194.83,1222.61,0,-224.68,0.15,1,0,0
1840,31-50,11-20 years,1,1,1,0,80,-476,-505,0,SCARBOROUGH,1,0,,741-780,3,4,Platinum,369.48,1049.605,19323.63,0,0.2,1,1,1
1841,51 or higher,21-30 years,1,1,0,0,-83,810,0,0,TORONTO,1,1,,661-700,3,3,Gold,"2,725.17",7628.275,0,0,0.19,1,0,0
1842,51 or higher,21-30 years,1,1,1,1,-275,38,-313,-122.55,SCARBOROUGH,1,1,100,821-860,3,4,Platinum,"3,498.34",830.145,4175.67,211.195,0.18,1,1,0
1843,51 or higher,21-30 years,1,1,0,1,-267,-177,0,2722.7,ETOBICOKE,0,1,0,861 or higher,3,4,Platinum,"2,238.29",1609.495,0,-112.34,0.18,0,1,0
1844,51 or higher,21-30 years,1,1,0,1,1841,2984,0,329.65,NORTH YORK,1,1,,861 or higher,3,4,Platinum,"5,290.45",1383.805,0,-112.34,0.18,1,1,0
1845,31-50,21-30 years,1,0,1,1,-90,0,2784,740.05,TORONTO,1,1,,741-780,3,4,Platinum,"2,353.70",0,21701.575,-112.34,0.17,1,1,0
1846,30 or under,11-20 years,1,1,1,1,-333,-174,4254,1347.1,ETOBICOKE,1,1,100,861 or higher,3,4,Platinum,"3,728.40",96.985,24213.68,3268.18,0.17,1,1,1
1847,30 or under,10 years or under,1,1,1,1,-7,1584,1300,-62.7,BEACHES,1,1,100,661-700,3,3,Gold,"2,794.85",6103.15,37832.445,486.64,0.18,1,1,1
1848,31-50,21-30 years,0,1,0,1,0,3789,0,2644.8,BEACHES,1,0,,701-740,2,4,Gold,0,7265.73,0,-112.34,0.17,1,1,1
1849,51 or higher,21-30 years,1,1,1,1,-75,-117,1528,550.05,SCARBOROUGH,1,1,100,661-700,3,2,Silver,"2,237.08",1520.55,12874.74,-112.34,0.18,1,1,0
1850,31-50,21-30 years,1,1,0,1,-183,72,0,1749.9,BEACHES,1,0,,781-820,3,4,Gold,892.69,2256.17,0,-112.34,0.18,1,0,0
1851,51 or higher,21-30 years,1,1,0,1,2197,541,0,-104.5,TORONTO,1,1,100,861 or higher,3,4,Platinum,"6,079.49",4746.635,0,-112.34,0.16,1,1,0
1852,31-50,21-30 years,1,1,0,1,315,95,0,820.8,TORONTO,1,1,0,821-860,3,4,Platinum,474.65,1778.165,0,-224.68,0.16,1,0,1
1853,30 or under,10 years or under,1,1,1,1,-123,1513,1738,637.45,RICHMOND HILL,1,0,-100,561-660,2,3,Gold,6.12,1223.6,26615.945,471.12,0.17,1,1,1
1854,51 or higher,21-30 years,1,0,1,1,-230,0,-474,3349.7,SCARBOROUGH,1,0,100,701-740,3,2,Silver,708.23,642.82,7722.84,-112.34,0.15,1,0,0
1855,51 or higher,21-30 years,1,1,0,1,-103,273,0,36610.15,ETOBICOKE,1,0,100,861 or higher,3,4,Platinum,473.94,2677.1,0,11982.02,0.18,1,1,0
1856,31-50,21-30 years,1,1,1,1,72,343,-264,795.15,TORONTO,1,1,-100,781-820,3,3,Platinum,"3,467.33",2262.975,11531.995,-112.34,0.17,1,1,0
1857,51 or higher,21-30 years,1,0,0,1,1664,0,0,8135.8,TORONTO,1,0,67,861 or higher,2,4,Platinum,556,0,0,6463.895,0.14,1,0,0
1858,31-50,21-30 years,1,1,1,0,884,-155,-333,0,TORONTO,1,1,100,821-860,3,4,Platinum,"3,348.56",77.345,80310.11,0,0.16,1,1,1
1859,31-50,21-30 years,1,0,0,1,-135,0,0,4917.2,OAKVILLE,0,0,,861 or higher,2,3,Gold,422.11,0,0,-112.34,0.14,0,1,1
1860,30 or under,10 years or under,1,0,1,1,-66,0,1054,266.95,SCARBOROUGH,1,0,,781-820,3,4,Platinum,"2,833.24",0,54216.14,1426.645,0.16,1,1,1
1861,31-50,21-30 years,1,1,0,1,43,1980,0,503.5,TORONTO,1,0,,661-700,2,4,Platinum,564.18,7512.85,0,-112.34,0.18,1,1,0
1862,31-50,21-30 years,1,1,1,1,-172,29,719,4623.65,TORONTO,1,1,,861 or higher,3,4,Platinum,"4,028.51",551.615,3933.19,2285.72,0.18,1,1,1
1863,30 or under,10 years or under,1,1,1,1,-181,-145,1148,2481.4,ETOBICOKE,1,1,,821-860,3,4,Platinum,612.93,4208.995,17564.175,859.255,0.16,1,0,1
1864,31-50,21-30 years,1,0,1,0,-357,0,-532,0,SCARBOROUGH,1,1,100,701-740,3,2,Silver,"1,909.04",513.11,11552.05,0,0.2,1,0,0
1865,31-50,11-20 years,1,1,1,1,-63,160,3759,627.95,NORTH YORK,1,1,33,781-820,3,4,Platinum,"3,192.64",1281.13,12170.94,-337.02,0.18,1,0,1
1866,51 or higher,21-30 years,0,0,1,1,0,0,-729,-49.4,SCARBOROUGH,1,0,100,661-700,3,3,Bronze,0,0,5360.035,-236.38,0.15,1,1,0
1867,31-50,21-30 years,1,1,0,1,488,111,0,-257.45,BEACHES,0,0,,781-820,2,4,Platinum,"1,630.40",715.135,0,-224.68,0.16,0,1,1
1868,31-50,21-30 years,1,1,1,1,-291,469,1799,627.95,TORONTO,1,1,-33,781-820,3,4,Silver,"4,925.63",236.535,15166.285,-337.02,0.19,1,0,0
1869,31-50,21-30 years,1,1,1,0,73,-210,-1971,0,ETOBICOKE,1,1,,861 or higher,3,4,Platinum,"3,841.99",1313.92,41738.85,-112.34,0.16,1,1,1
1870,51 or higher,21-30 years,1,1,1,1,-33,740,-182,9494.3,TORONTO,1,1,100,781-820,3,4,Platinum,"3,859.57",1006.715,34327.085,4619.61,0.18,1,0,0
1871,30 or under,21-30 years,1,0,1,1,-55,0,5903,1224.55,SCARBOROUGH,1,1,,661-700,3,3,Gold,"2,838.13",0,37894.535,-224.68,0.19,1,0,1
1872,51 or higher,21-30 years,1,1,1,1,-112,200,2849,15585.7,TORONTO,1,1,100,821-860,3,4,Platinum,"3,040.06",934.5,64371.915,6430.745,0.18,1,0,0
1873,31-50,21-30 years,1,0,0,1,2675,0,0,10882.25,TORONTO,1,0,,701-740,3,4,Gold,85.84,0,0,9308.625,0.18,1,1,0
1874,51 or higher,21-30 years,1,0,0,1,169,0,0,-808.45,TORONTO,0,0,,861 or higher,2,3,Platinum,"3,845.96",2.88,0,-181.035,0.16,0,0,0
1875,31-50,21-30 years,1,1,1,1,0,41,21,2890.85,TORONTO,1,0,,701-740,3,4,Gold,"2,621.99",1045.135,51854.575,-112.34,0.18,1,1,1
1876,51 or higher,21-30 years,1,1,1,1,-163,-227,46,4759.5,TORONTO,1,1,50,861 or higher,3,4,Platinum,"3,027.99",61.94,2678.735,2761.44,0.18,1,0,0
1877,31-50,11-20 years,1,1,0,1,-98,955,0,-184.3,ETOBICOKE,1,1,100,861 or higher,3,4,Platinum,"3,043.19",8935.84,0,-112.34,0.17,1,0,1
1878,31-50,21-30 years,1,1,0,1,-162,1960,0,1913.3,TORONTO,1,1,50,701-740,3,2,Gold,"1,818.85",3702.06,0,-224.68,0.2,1,1,1
1879,31-50,21-30 years,1,1,0,1,81,1075,0,1400.3,ETOBICOKE,1,1,-50,821-860,3,4,Platinum,"3,930.56",561.375,0,-112.34,0.2,1,1,0
1880,31-50,21-30 years,1,1,1,1,-113,3117,-241,-199.5,ETOBICOKE,0,0,,561-660,3,4,Gold,"1,478.44",7409.21,38720.445,757.31,0.19,0,1,0
1881,30 or under,10 years or under,1,1,1,1,-16,-245,672,13212.6,TORONTO,1,0,,861 or higher,3,4,Platinum,75.19,9437.03,23322.05,5169.995,0.19,1,1,1
1882,51 or higher,11-20 years,1,0,0,0,1015,0,0,0,ETOBICOKE,1,0,-100,821-860,2,4,Silver,"2,093.54",0,0,0,0.15,1,1,0
1883,31-50,21-30 years,1,1,1,1,-30,789,2282,1133.35,TORONTO,1,1,100,781-820,3,4,Gold,"3,405.04",874.465,20301.095,621.195,0.2,1,0,1
1884,31-50,21-30 years,1,0,0,0,-152,0,0,0,RICHMOND HILL,0,0,,N/A,1,4,Bronze,"1,486.03",0,0,0,0.14,0,1,1
1885,31-50,21-30 years,1,1,1,0,-48,314,3240,0,TORONTO,1,0,,821-860,3,4,Platinum,"3,203.54",2277.68,56572.17,0,0.22,1,0,0
1886,51 or higher,21-30 years,1,0,0,0,-115,0,0,0,TORONTO,0,0,,821-860,2,4,Bronze,290.59,0,0,0,0.13,0,1,0
1887,31-50,30 years or higher,1,1,0,1,83,2980,0,10439.55,BEACHES,1,0,,861 or higher,2,4,Platinum,"2,695.43",9264.575,0,11981.57,0.18,1,1,1
1888,51 or higher,21-30 years,1,1,1,1,-308,178,-619,383.8,OAKVILLE,1,0,0,741-780,3,4,Silver,462.85,342.645,6558.955,213.71,0.18,1,0,0
1889,31-50,21-30 years,1,1,1,1,-51,153,1591,243.2,BEACHES,1,1,,861 or higher,3,3,Platinum,"3,551.75",362.255,19345.805,-112.34,0.19,1,1,0
1890,30 or under,10 years or under,1,1,1,1,-223,-319,1631,240.35,TORONTO,1,1,50,781-820,3,4,Platinum,"3,249.99",20.525,23282.64,-112.34,0.19,1,1,1
1891,31-50,21-30 years,1,1,1,1,60,127,1381,3725.9,BEACHES,1,1,,861 or higher,2,4,Platinum,"2,745.95",5969.4,16498.82,-112.34,0.16,1,0,0
1892,31-50,21-30 years,1,1,0,1,350,1108,0,2001.65,BEACHES,1,1,,741-780,3,4,Silver,"2,108.18",2986.735,0,-112.34,0.18,1,0,0
1893,31-50,21-30 years,1,0,1,1,551,0,2068,1379.4,BEACHES,1,1,100,661-700,3,4,Gold,"3,354.96",0,70893.02,-112.34,0.19,1,0,1
1894,31-50,21-30 years,1,1,0,0,-6,404,0,0,SCARBOROUGH,1,1,75,861 or higher,3,4,Platinum,"3,445.98",3841.735,0,0,0.17,1,0,1
1895,31-50,21-30 years,1,1,0,1,-136,4173,0,225.15,BEACHES,1,0,100,861 or higher,2,3,Gold,"1,390.55",9128.795,0,-112.34,0.16,1,1,1
1896,31-50,21-30 years,1,1,0,0,8353,-25,0,0,NORTH YORK,1,0,100,781-820,3,2,Platinum,"2,830.68",152.005,0,0,0.16,1,1,1
1897,51 or higher,21-30 years,1,1,1,1,200,260,-2671,39.9,ETOBICOKE,1,1,,821-860,3,4,Platinum,"3,206.63",192.595,51014.635,714.44,0.16,1,1,0
1898,31-50,21-30 years,1,1,1,1,80,1147,2615,76.95,SCARBOROUGH,1,1,-100,741-780,3,4,Platinum,"2,654.84",1286.305,16903.45,-224.68,0.17,1,1,1
1899,31-50,21-30 years,1,0,1,1,-144,0,-1319,1349.95,TORONTO,1,1,,701-740,3,4,Gold,"2,198.36",0,23624.585,-224.68,0.15,1,0,1
1900,51 or higher,30 years or higher,1,1,0,0,1119,137,0,0,TORONTO,1,0,,861 or higher,2,2,Platinum,621.36,128.76,0,0,0.14,1,1,0
1901,51 or higher,21-30 years,1,1,0,1,152,971,0,3542.55,TORONTO,1,0,100,821-860,3,4,Platinum,"3,702.82",1818.26,0,3862.04,0.17,1,1,0
1902,31-50,21-30 years,1,0,1,1,-186,0,2426,169.1,NORTH YORK,1,1,100,861 or higher,3,3,Platinum,"3,289.26",0,11989.455,-112.34,0.16,1,1,1
1903,51 or higher,21-30 years,1,1,0,0,-63,4263,0,0,BEACHES,0,0,0,701-740,2,3,Silver,14.23,8197.09,0,0,0.14,0,0,0
1904,31-50,11-20 years,1,1,1,1,-235,25,3315,412.3,RICHMOND HILL,1,1,33,821-860,3,4,Platinum,"3,363.93",1114.405,28790.875,-112.34,0.18,1,1,0
1905,31-50,21-30 years,1,1,1,1,-96,3317,-1628,1769.85,SCARBOROUGH,1,1,,701-740,3,3,Silver,"3,363.93",8197.09,27540.67,-112.34,0.18,1,1,1
1906,31-50,21-30 years,1,1,0,1,165,590,0,-117.8,NORTH YORK,1,1,,821-860,3,4,Platinum,573.89,621.755,0,142.2,0.16,1,1,1
1907,30 or under,11-20 years,1,0,1,1,-98,0,-893,-329.65,ETOBICOKE,1,1,-100,821-860,3,4,Platinum,"2,862.68",0,10492.59,-125.905,0.16,1,0,1
1908,31-50,30 years or higher,1,0,1,1,-482,0,1681,291.65,NORTH YORK,1,1,100,781-820,3,3,Silver,"2,546.61",984.35,7531.86,3.305,0.19,1,0,0
1909,51 or higher,21-30 years,1,1,0,1,-91,711,0,-741.95,TORONTO,0,1,,821-860,3,4,Platinum,"4,079.95",8657.975,0,2606.095,0.18,0,0,0
1910,31-50,21-30 years,1,1,0,1,-60,1234,0,27.55,SCARBOROUGH,1,1,,821-860,3,4,Silver,"2,111.88",5377.655,0,-112.34,0.18,1,0,1
1911,31-50,21-30 years,1,0,1,1,-61,0,1514,1598.85,TORONTO,1,0,0,701-740,3,4,Gold,356.01,0,57787.505,-112.34,0.16,1,0,0
1912,31-50,21-30 years,1,1,1,1,-141,-118,3377,836.95,BEACHES,1,1,,821-860,2,4,Platinum,"3,363.93",2.5,32771.25,1459.005,0.18,1,1,1
1913,30 or under,21-30 years,1,1,1,1,-442,-66,-818,838.85,SCARBOROUGH,1,1,,701-740,3,4,Gold,"4,211.81",0,20970.475,-224.68,0.21,1,0,1
1914,30 or under,10 years or under,1,1,1,1,646,582,-1163,7875.5,TORONTO,0,1,,661-700,3,4,Gold,"4,164.93",894.435,11687.83,3570.35,0.18,0,1,1
1915,31-50,21-30 years,1,1,0,1,-164,-80,0,-105.45,BEACHES,1,1,,741-780,3,4,Platinum,"4,740.86",930.59,0,-112.34,0.19,1,1,0
1916,51 or higher,30 years or higher,1,1,0,1,61,937,0,1441.15,NORTH YORK,1,1,,701-740,3,4,Gold,"2,846.30",6007.015,26279.57,1022.045,0.18,1,1,0
